Folio,MES,AÑO,TRIMESTRE,PUNTO_ENTRADA,TERMINAL,AEROLINEA,NO_DE_VUELO,DESTINO_HOSPEDADO,LUGAR_DE_ORIGEN,ESTADOS_MEXICO,ESTADOS_USA,CANADA,SUDAMERICA,EUROPA,OTROS_PAIS,TIPO_PAQUETE,AGENCIA_DE_VIAJES,DONDE_COMPRO_VACACIONES,MOTIVO_PRINCIPAL,VECES_CANCUN,VECES_RANGOS,ESTANCIA,ESTANCIA_RANGOS,OTRO_LUGAR_PERNOCTO,NUMERO_DE_NOCHES,OTRO_LUGAR_PERNOCTO2,NUMERO_DE_NOCHES2,OTRO_LUGAR_PERNOCTO3,NUMUERO_NOCHES3,OTRO_LUGAR_PERNOCTO4,NUMERO_NOCHES4,NUMERO_ADULTOS,NIÑOS,TAMAÑO_GRUPO,CON_QUIEN_VIAJO,GASTO_TOTAL,GASTO_AVION,GASTO_HOTEL,GASTO_TRANSPORTE_TERRESTRE,GASTO_RESTAURANTES,GASTO_BARES,GASTO_TOURS,GASTO_COMPRA,DONDE_SE_HOSPEDO,HOTEL,TOUR1,TOUR2,TOUR3,TOUR4,OTRO_TOUR,TOUR_FAVORITO,NDONDE_COMPRO_TOUR,NADO_CON_DELFINES,SITIO1,SITIO2,Folio_2,REST_SMART_PHONE,BARES_SMART_PHONE,CENTROS_COMERCIALES_SMART_PHONE,TOURS_SMART_PHONE,OTROS_USOS_PHONE,CALIF_AEROPUERTO,CALIF_HOTEL,CALIF_AGENCIA,CALIF_TRANSPORTE,CALIF_RESTAURANTE,CALIF_BARES,CALIF_MALLS,CALIF_TOURS,CALIF_PLAYAS,CALIF_SEGURIDAD,CALIF_MEDIDAS_SANITARIAS,MEDIOS1,MEDIOS2,MEDIOS3,CUAL_RED_SOCIAL,QUE_OTRO_DESTINO_CARIBE1,QUE_OTRO_DESTINO_CARIBE2,QUE_OTRO_DESTINO_CARIBE3,CONSUMO_DE_RECURSOS,CONSUMO_DE_RECURSOS2,CONSUMO_DE_RECURSOS3,SUSTENTABLE_DESTINO_TURISTICO,IMPORTANTE_SUSTENTABILIDAD_DESTINO,QUE_OTRO_DESTINO_CONSIDERO1,QUE_OTRO_DESTINO_CONSIDERO2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE1,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE2,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE3,DESPUES_DE_VISITAR_DESTINO_COMO_SE_SIENTE4,IMPERDIBLES1,IMPERDIBLES2,IMPERDIBLES3,PALABRAS_EXPERIENCIA1,PALABRAS_EXPERIENCIA2,PALABRAS_EXPERIENCIA3,PALABRAS_PARAISO1,PALABRAS_PARAISO2,PALABRAS_PARAISO3,E_13AÑOS19AÑOS,E_20AÑOS29AÑOS,E_30AÑOS39AÑOS,EDAD_JEFE_DE_FAMILIA,INGRESO,CAPTURISTA,ENCUESTADOR,ESTUDIO_CUAL,FECHA_CAPTURA,HORA_CAPTURA,FOLIO_3,DESTINO_DURMIO1,NOCHES_DURMIO1,DESTINO_DURMIO2,NOCHES_DURMIO2,DESTINO_DURMIO3,NOCHES_DURMIO3,DESTINO_DURMIO4,NOCHES_DURMIO4,DESTINO_DURMIO5,NOCHES_DURMIO5,DESTINO_DURMIO6,NOCHES_DURMIO6,CODIGO_POSTAL,QUE_AÑO_FUE_VISITA_ANTERIOR,DESTINOS_DEL_CARIBE_MEXICANO1,DESTINOS_DEL_CARIBE_MEXICANO2,DESTINOS_DEL_CARIBE_MEXICANO3,DESTINOS_DEL_CARIBE_MEXICANO4,DESTINOS_DEL_CARIBE_MEXICANO5,DESTINOS_DEL_CARIBE_MEXICANO6,FRECUENCIA_HA_VISITADO_DESTINOS_DEL_CARIBE,REDES_SOCIALES_INSPIRAN_ELECCIÓN1,REDES_SOCIALES_INSPIRAN_ELECCIÓN2,REDES_SOCIALES_INSPIRAN_ELECCIÓN3,REDES_SOCIALES_INSPIRAN_ELECCIÓN4,GRUPO_ÉTNICO,ORIGEN_GRUPO_ÉTNICO,HABLA_ESPAÑOL,MOTIVO_PRINCIPAL_2,MOTIVO_PRINCIPAL_3,MOTIVOS_PARA_VIAJAR,QUE_TANTO_ENTIENDE_ESPAÑOL,SE_CONSIDERA_PARTE_DE_COMUNIDAD_LGBTQ,SEXO_ENCUESTADOR
38378,12.0,2024,4,,1,1,597,1,5,,,,1,,,3,,1,9,2,2,5,3,,,,,,,,,2,,2,2,2800,900,1700,,,,,200,1,881,11,40,,,,,,2,8,,38378,,,,1,,1,2,1,2,2,2,2,2,2,2,,8,,,,,,,,,,8,1,,,1,,,,,,,,,,,,,,2,,3,5,3,1,1,23/12/2024,11:27:49 a. m.,38378,,,,,,,,,,,,,,2019,1,,,,,,5,2,1,7,,1,,,,,1,,2,2
21959,7.0,2024,3,,1,25,87,2,2,,,,,,,7,,3,4,2,2,5,3,,,,,,,,,2,,2,2,3200,1000,1500,,,,,200,1,686,,,,,,,,2,,,21959,,,,,,1,1,,,,,,,1,1,,14,,,,,,,,,,10,1,,,1,23,,,,,,11,2,,21,31,,,2,,3,2,2,1,1,24/07/2024,10:33:47 a. m.,21959,,,,,,,,,,,,,65775,,4,,,,,,4,1,,,,2,,,11,,2,,2,1
10506,3.0,2024,1,,3,28,152,1,2,,32,,,,,3,788,2,4,1,1,5,3,,,,,,,,,2,,2,2,2200,1000,1000,,,,,200,1,1378,5,22,17,,,,,2,3,6,10506,,,,1,,1,1,1,1,1,,,1,1,1,1,12,,,,10,12,,2,3,,10,2,,,1,9,4,19,29,5,15,12,27,2,,,,,2,,3,3,2,1,1,03/04/2024,01:23:05 p. m.,10506,,,,,,,,,,,,,11105,,,,,,,,1,7,,,,1,,,3,9,4,2,2,
27968,9.0,2024,3,,1,1,535,6,1,1,,,,,,7,,7,1,3,3,7,3,,,,,,,,,2,,2,2,800,150,450,,,,,200,3,206,145,5,17,26,,,,2,6,,27968,,,,1,,2,2,3,3,3,,3,2,3,4,,9,,,,,,,,,,5,2,,,1,,,,3,,,56,5,,,,,,2,,3,2,7,1,1,19/09/2024,10:57:46 a. m.,27968,,,,,,,,,,,,,,,,,,,,,4,2,7,,,,,,,,6,,,3
34531,11.0,2024,4,,3,28,1366,2,2,,,,,,,2,,,8,,,3,2,,,,,,,,,2,,2,3,550,,350,,,,,200,1,,26,,,,,,,1,234,,34531,1,1,1,1,,,,,,,,,1,1,,,8,,,,,,,,,,8,2,,,23,,,,,,,,,,,,,,2,,3,,2,1,1,21/11/2024,09:31:57 a. m.,34531,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,6,2,3,,2,2
22793,7.0,2024,3,,1,42,939,2,3,,,,,,,3,386,2,4,1,1,6,3,,,,,,,,,2,,2,2,2598,,,,,,,200,1,390,,,,,,,,2,147,161,22793,,,,,,1,1,1,1,1,,,,1,1,,,,,,,,,,,,10,1,,,1,14,,,50,,,4,2,,7,72,,,2,,3,5,2,1,1,30/07/2024,12:08:05 p. m.,22793,,,,,,,,,,,,,,,11,,,,,,1,,,,,1,,,2,,2,,1,1
11772,4.0,2024,2,,2,31,162,1,1,18,,,,,,3,96,1,2,1,1,3,2,,,,,,,,,5,2,7,3,2910,970,941,,,294,529,176,1,849,21,,,,,,,2,,,11772,1,1,,1,,1,1,1,1,1,1,1,1,1,1,,9,,,,,,,,,,10,1,14,35,4,,,,,,,,,,,,,,2,,3,,2,1,1,23/04/2024,11:16:37 a. m.,11772,,,,,,,,,,,,,67289,2022,8,4,1,,,,3,2,1,3,7,,,,4,10,2,,,
10925,3.0,2024,1,3,,,,8,1,24,,,,,,3,,4,1,,,30,4,,,,,,,,,,,2,4,2293,765,294,294,588,176,,176,1,,119,110,5,,,,,,,,10925,1,,1,1,,1,1,1,3,2,1,2,2,1,1,1,14,13,7,,3,4,10,1,2,3,10,1,,,14,9,,,107,108,,31,54,,22,69,,,2,,3,9,2,6,2,09/04/2024,10:31:02 a. m.,10925,2,30,,,,,,,,,,,80020,,,,,,,,1,2,7,,,,,,2,8,2,1,1,
5111,2.0,2024,1,,1,1,527,1,1,,,,,,,3,279,1,,1,1,7,3,3,1,,,,,,,2,,2,2,247,56,,,,,,167,1,475,6,11,22,42,,,,2,,,5111,1,1,1,,,1,1,1,1,1,1,1,1,1,1,2,8,,,,1,6,9,2,3,,5,4,23,,1,17,20,18,35,,,44,12,,6,1,16,,2,,3,6,7,1,1,13/02/2024,,5111,,,,,,,,,,,,,86275,,,,,,,,1,7,,,,,,,,,,1,2,
21008,7.0,2024,3,,1,1,515,2,1,1,,,,,,7,,2,4,4,4,5,3,,,,,,,,,2,,2,2,1350,324,270,54,270,108,,162,5,,,,,,,,,2,12,,21008,1,1,,,,2,2,3,,1,1,2,1,1,2,,14,9,,,,,,,,,8,2,,,1,20,19,,15,81,,2,5,,7,,,,2,,3,8,2,1,1,17/07/2024,11:20:37 a. m.,21008,,,,,,,,,,,,,9820,2022,13,4,6,12,,,5,7,,,,,,,11,,2,,2,1
33372,10.0,2024,4,2,1,1,599,10,1,1,,,,,,3,,2,11,1,1,5,3,,,,,,,,,2,,2,2,1500,250,750,160,,,160,160,1,,,,,,,,,,8,176,33372,,,,1,,2,2,2,3,2,2,2,3,2,2,,8,9,,,,,,,,,8,2,1,13,1,9,14,,15,,,72,64,,,,,,2,,3,9,3,1,2,06/11/2024,04:23:14 p. m.,33372,,,,,,,,,,,,,2100,,,,,,,,1,2,1,,,,,,4,9,2,,2,3
19396,6.0,2024,2,,2,55,2176,1,1,8,,,,,,7,,2,10,2,2,5,3,,,,,,,,,2,,2,2,865,243,292,,,,178,151,1,42,,,,,,,,2,12,,19396,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,10,1,,,1,9,,,,,,,,,,,,,2,,3,8,3,1,1,01/07/2024,11:16:52 a. m.,19396,,,,,,,,,,,,,,2020,,,,,,,1,,,,,,,,2,4,2,,2,2
3269,2.0,2024,1,,3,11,2588,4,2,,43,,,,,7,,5,3,1,1,5,3,,,,,,,,,2,,2,2,3500,,1600,400,500,,500,150,1,,5,17,18,,,,,2,6,,3269,,,,,,2,2,,,,,,,,,,,,,,4,7,,,,,8,2,,,23,,,,,,,,,,,,,,2,,3,6,3,1,1,07/02/2024,03:59:43 p. m.,3269,,,,,,,,,,,,,78747,,,,,,,,1,2,,,,1,,,10,9,,,,
15103,5.0,2024,2,,2,51,930,1,5,,,,13,,,3,355,1,4,1,1,4,2,,,,,,,,,2,,2,4,1700,240,,50,,,500,150,1,130,5,6,83,11,,,,2,176,8,15103,1,,1,1,,1,3,2,1,,2,1,3,1,1,,9,,,,,,,,,,6,2,6,,19,,,,4,8,36,68,9,,1,10,,,2,,3,9,2,1,1,24/05/2024,03:59:13 p. m.,15103,,,,,,,,,,,,,,,13,,,,,,1,2,1,7,,,,,10,,5,,2,1
17401,6.0,2024,2,,2,77,193,7,4,,,,,23,,7,,,3,3,3,10,4,,,,,,,,,2,,2,2,2850,700,1000,200,200,200,400,150,1,,,,,,,,,2,,,17401,1,1,,1,,2,1,,2,1,2,,1,1,1,,9,,,,,,,,,,1,1,,,18,15,,,12,4,,,,,25,,,,2,,3,4,2,1,1,17/06/2024,04:11:31 p. m.,17401,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,6,9,2,,2,1
13757,4.0,2024,2,3,,1,325,8,1,27,,,,,,7,,4,9,1,1,4,2,,,,,,,,,2,,2,2,2472,647,705,250,300,150,250,150,1,,5,,,,,,,,,,13757,1,,,1,,2,1,3,3,2,2,,1,1,3,,,,,,,,,,,,10,1,46,,1,17,20,18,110,5,,26,31,,74,,,,2,,3,2,3,6,2,14/05/2024,05:16:13 p. m.,13757,,,,,,,,,,,,,48280,,13,6,8,7,,,2,2,3,,,,,,4,3,5,,2,1
36009,11.0,2024,4,,2,55,2133,1,1,14,,,,,,3,,1,9,1,1,4,2,,,,,,,,,2,,2,2,2000,350,750,50,50,,250,150,1,14,107,5,6,,,,,2,8,,36009,,,,1,,3,2,1,1,2,2,2,2,2,1,,9,,,,,,,,,,8,1,,,1,17,9,23,5,4,,2,34,,,,,,2,,3,8,7,4,1,02/12/2024,12:10:36 p. m.,36009,,,,,,,,,,,,,47882,,,,,,,,1,2,1,7,5,,,,4,3,2,,2,3
34717,11.0,2024,4,,1,1,543,2,1,16,,,,,,2,361,,11,1,1,5,3,,,,,,,,,2,,2,2,1800,300,580,100,200,,150,150,1,435,5,8,,,,,,2,176,,34717,1,,1,1,,1,1,1,1,1,,1,1,1,1,,7,9,,,,,,,,,9,1,14,,1,17,9,14,5,15,1,21,34,,,,,,2,,3,4,7,4,1,21/11/2024,12:28:55 p. m.,34717,,,,,,,,,,,,,62556,,,,,,,,,2,1,7,,,,,3,,2,,2,3
17349,6.0,2024,2,,2,55,2152,1,2,,43,,,,,3,,4,11,2,2,6,3,,,,,,,,,2,,2,2,2580,900,800,150,150,300,130,150,1,42,26,52,,,,,,2,,,17349,,,,,,1,3,,1,1,1,1,1,1,2,,,,,,,,,,,,10,1,,,1,,,,3,7,50,38,27,2,7,9,21,,2,,3,5,2,1,1,17/06/2024,10:56:32 a. m.,17349,,,,,,,,,,,,,78572,,,,,,,,3,7,,,,1,,,2,3,5,,2,1
5725,2.0,2024,1,,1,25,71,2,2,,6,,,,,3,,5,4,2,2,6,3,,,,,,,,,2,,2,2,3500,800,2400,250,50,,80,150,1,338,,,,,,,,2,,,5725,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,3,,3,1,1,19/02/2024,,5725,,,,,,,,,,,,,,2017,,,,,,,,2,3,7,,1,,,11,,,1,,
19973,5.0,2024,2,4,,,,7,1,30,,,,,,7,,9,1,2,2,3,2,,,,,,,,,2,,2,2,1000,,200,100,100,100,,150,5,,,,,,,,,,,,19973,1,,1,,,2,2,2,2,2,2,2,2,2,2,,13,,,,,,,,,,10,1,11,,1,23,,,,,,,,,,,,,2,,3,,3,7,2,03/07/2024,10:06:36 a. m.,19973,,,,,,,,,,,,,98115,,,,,,,,2,2,,,,2,,,,,1,,2,2
12775,4.0,2024,2,,2,51,3250,1,1,15,,,,,,7,,9,11,2,2,8,4,,,,,,,,,2,,2,2,1500,300,600,150,300,,,150,5,,,,,,,,,2,,,12775,1,,,,,2,2,,1,1,,1,,1,1,,14,7,9,,,,,,,,7,1,31,84,16,23,,,36,15,3,4,,,15,2,,,2,,3,2,2,1,1,26/04/2024,11:43:31 a. m.,12775,,,,,,,,,,,,,,2023,13,6,7,8,,,4,1,7,,,,,,2,10,2,,2,1
18563,6.0,2024,2,,1,52,2425,2,3,,,,,,,3,772,4,10,2,2,7,3,,,,,,,,,2,,2,3,3400,,,,50,,,150,1,145,,,,,,,,2,,,18563,,,,,,1,1,1,2,,,,,1,2,,,,,,,,,,,,8,1,,,1,,,,,,,,,,,,,,2,,3,8,2,1,1,25/06/2024,03:23:25 p. m.,18563,,,,,,,,,,,,,313047,,,,,,,,4,,,,,,,,,,4,,2,1
16320,5.0,2024,2,,2,51,13043,2,1,14,,,,,,1,,1,10,2,2,4,2,,,,,,,,,2,,2,2,2500,350,2000,,,,,150,1,1393,148,157,24,18,,,,2,30,,16320,,,,1,,2,1,2,1,2,2,,,,,,5,,,,,,,,,,10,4,7,,1,23,,,3,86,2,72,22,5,,,,,2,,3,2,7,1,1,05/06/2024,09:59:39 a. m.,16320,,,,,,,,,,,,,45903,2021,3,,,,,,4,3,,,,1,,,,,2,,2,2
31235,10.0,2024,4,,2,55,2172,2,1,8,,,,,,3,,1,11,2,,6,,,,,,,,,,2,,2,2,500,35,150,,,,,150,1,811,26,21,33,52,,,,2,103,,31235,1,,,,,2,1,1,2,1,1,2,1,1,2,,8,13,9,,,,,,,,10,1,,,1,,,,81,37,,2,34,48,15,9,,,2,,3,8,7,4,1,17/10/2024,11:19:40 a.m.,31235,,,,,,,,,,,,,25290,2021,,,,,,,3,2,3,7,,,,,10,,2,,2,2
35998,11.0,2024,4,,2,55,2062,1,1,21,,,,,,3,,1,11,1,1,4,2,,,,,,,,,2,,2,2,1500,450,,,,,,150,1,39,11,26,,,,,,2,30,1,35998,,,1,1,,1,3,1,1,2,,2,1,1,1,,8,9,,,,,,,,,10,1,39,,1,20,9,14,3,35,,48,2,,9,2,,,2,,3,4,7,4,1,02/12/2024,12:45:33 p. m.,35998,,,,,,,,,,,,,76800,,1,,,,,,1,2,1,3,7,,,,,,2,,2,1
14066,4.0,2024,2,1,,1,535,3,1,2,,,,,,7,,2,4,1,1,5,3,,,,,,,,,2,,2,3,2594,530,1275,225,,,387,147,1,,15,5,6,17,,,,,176,339,14066,,,,1,,2,1,1,3,,,,2,2,1,,8,14,,,,,,,,,8,2,14,74,1,9,15,23,10,15,,4,2,64,3,6,7,,2,,3,9,2,4,2,16/05/2024,10:46:36 a. m.,14066,,,,,,,,,,,,,20906,,,,,,,,1,1,7,,,,,,2,10,4,,2,1
36911,11.0,2024,4,3,,,,8,1,25,,,,,,7,,4,9,1,1,7,3,,,,,,,,,2,,2,2,1779,390,778,88,352,,25,146,1,,5,,,,,,,,47,,36911,1,,,1,,3,1,,2,1,,,1,1,1,,9,,,,,,,,,,10,1,,,1,17,20,18,5,,,2,53,48,69,3,,,2,,3,8,2,6,2,10/12/2024,12:27:48 p. m.,36911,,,,,,,,,,,,,83010,,,,,,,,1,2,7,,,,,,6,3,5,,2,1
2464,1.0,2024,1,,2,51,754,4,1,15,,,,,,7,,1,4,5,4,9,4,,,,,,,,,2,,2,4,1478,194,639,167,117,,222,139,1,1219,6,8,18,52,,,,2,176,350,2464,1,,,1,,1,1,1,2,1,1,1,1,1,1,1,14,9,,,8,11,,2,,,10,1,,,1,,,,3,4,17,34,,,1,16,10,,2,,3,8,7,1,1,30/01/2024,04:09:26 p. m.,2464,,,,,,,,,,,,,60660,2023,12,8,4,6,7,,4,2,1,7,,,,,3,,4,1,2,
11710,4.0,2024,2,,2,51,5081,2,1,15,,,,,,7,,4,9,1,1,3,2,8,2,,,,,,,2,,2,4,970,342,155,166,311,,50,122,,,,,,,,,,2,6,,11710,1,,,1,,3,,,2,1,,,1,1,,,12,,,,,,,,,,5,2,,,19,16,23,,35,,,,,,22,,,,2,,3,9,3,1,1,18/04/2024,04:37:28 p. m.,11710,,,,,,,,,,,,,61500,2023,,,,,,,3,,,,,,,,4,,2,,2,1
6509,2.0,2024,1,,1,52,2309,2,3,,,7,,,,7,,9,11,2,2,11,4,,,,,,,,,2,,2,2,4740,1300,1000,220,1200,100,800,120,5,,6,,,,,,,2,176,,6509,1,,,1,,3,3,,2,2,,2,2,1,2,3,9,,,,4,6,,1,2,3,6,2,,,23,,,,8,4,5,30,34,,6,2,,,2,,3,3,2,4,1,27/02/2024,,6509,,,,,,,,,,,,,,2021,6,13,1,,,,4,1,,,,2,,,4,10,5,3,2,
16629,5.0,2024,2,,2,98,69,2,5,,,,9,,,1,,2,10,1,1,7,3,,,,,,,,,2,,2,4,2000,400,50,40,90,,470,120,1,,5,26,33,52,,,,2,,,16629,1,,,,,1,2,1,1,2,,,1,2,2,,14,,,,,,,,,,7,3,,,20,18,9,14,3,86,41,17,37,,3,,,,2,,3,9,2,1,1,06/06/2024,10:43:47 a. m.,16629,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,9,4,4,,1,3
23503,7.0,2024,3,2,,106,798,10,2,,43,,,,,7,,,4,3,3,5,3,,,,,,,,,2,,2,2,1720,400,300,200,500,,,120,1,,24,26,,,,,,,328,,23503,1,,,1,,2,1,,1,2,,1,,1,1,,,,,,,,,,,,10,1,,,1,17,20,19,59,37,,11,,,21,,,,2,,,6,2,1,2,08/08/2024,11:42:03 a. m.,23503,,,,,,,,,,,,,77044,,8,,,,,,3,2,7,,,3,,,11,2,2,,2,1
11922,4.0,2024,2,,2,55,2108,1,1,29,,,,,,7,,4,2,2,2,6,3,,,,,,,,,11,,11,4,1177,294,118,59,176,294,118,118,5,,15,11,,,,,,2,334,350,11922,1,1,1,1,,1,1,,1,1,1,1,1,2,1,,9,,,,,,,,,,8,1,,,1,17,20,9,9,69,32,34,20,,6,16,,,2,,3,3,2,1,1,22/04/2024,12:16:10 p. m.,11922,,,,,,,,,,,,,94298,2020,12,6,8,9,,,3,7,,,,,,,10,,2,,2,1
13125,4.0,2024,2,,1,1,539,1,1,2,,,,,,1,,8,9,2,2,4,2,,,,,,,,,2,,2,2,1250,850,,72,117,,94,117,1,620,6,,,,,,,2,203,,13125,1,,1,1,,2,1,1,1,1,,1,1,1,1,,,,,,,,,,,,9,2,,,1,14,23,,4,15,,5,2,68,7,3,,,2,,3,8,2,1,1,01/05/2024,11:15:53 a. m.,13125,,,,,,,,,,,,,20206,2021,8,,,,,,4,7,,,,,,,3,11,2,,2,2
15146,5.0,2024,2,,2,55,2278,2,1,13,,,,,,7,,1,1,1,1,4,2,,,,,,,,,2,,2,2,2286,549,1251,286,86,,,114,1,342,8,,,,,,,2,,,15146,,,,,,1,1,,,1,,,1,1,1,,,,,,,,,,,,10,1,,,20,,,,,,,,,,,,,,2,,3,6,3,1,1,27/05/2024,12:03:31 p. m.,15146,,,,,,,,,,,,,,2023,,,,,,,1,,,,,,,,13,4,2,,2,1
5954,2.0,2024,1,,2,55,2220,1,1,7,,,,,,7,,,9,1,1,9,4,1,9,,,,,,,2,,2,2,506,56,167,28,6,83,56,111,1,453,5,1,26,15,,,,1,,,5954,,,,,,1,2,2,1,1,1,1,1,1,1,1,14,7,,,10,,,1,2,3,10,1,,,17,,,,3,32,,25,72,4,34,1,,,2,,3,,7,1,1,19/02/2024,,5954,,,,,,,,,,,,,32575,,,,,,,,1,2,1,3,,,,,10,4,5,,,
4881,2.0,2024,1,,2,31,775,2,1,21,,,,,,3,96,4,4,2,2,4,2,,,,,,,,,2,,2,2,556,,,56,278,,,111,1,435,83,,,,,,,2,109,350,4881,1,,1,,,2,3,2,3,3,,3,4,2,2,3,9,,,,2,4,6,3,,,4,2,31,,1,,,,30,,,26,5,3,1,,,,2,,3,9,7,4,1,12/02/2024,,4881,,,,,,,,,,,,,76700,,,,,,,,3,2,1,7,,,,,11,10,3,,,
10171,3.0,2024,1,,2,31,188,1,1,18,,,,,,3,,1,1,2,2,5,3,,,,,,,,,2,,2,2,1806,,,,,,,111,1,863,,,,,,,,2,,,10171,,,,1,,1,2,1,1,1,1,1,1,1,1,1,14,9,,,1,7,12,1,2,3,5,1,1,,1,19,,,,,,17,,,,,,,2,,3,9,7,1,1,01/04/2024,03:50:31 p. m.,10171,,,,,,,,,,,,,64540,2022,13,,,,,,5,2,7,,,,,,4,11,4,,2,
1529,1.0,2024,1,,2,8,,1,2,,47,,,,,3,54,2,4,,,,,,,,,,,,,1,,1,1,1200,400,400,90,,200,,110,1,,,,,,,,,2,3,,1529,,1,,,,1,1,2,2,,1,,,1,2,2,14,,,,7,12,,,,,,3,,,4,23,,,,,,2,11,,,,,,2,,3,2,3,1,1,23/01/2024,11:33:32 a. m.,1529,,,,,,,,,,,,,98026,,,,,,,,1,7,,,,4,,,2,,2,3,2,
30754,10.0,2024,4,,2,51,709,2,1,33,,,,,,1,23,1,3,1,,3,,,,,,,,,,2,,2,2,1243,,703,,216,,216,108,1,,6,8,,,,,,2,,,30754,,,,1,,3,,,,,,,,,,,9,,,,,,,,,,10,1,39,32,19,,,,,,,1,39,7,10,,,,2,,3,6,2,4,1,14/10/2024,04:22:00 p.m.,30754,,,,,,,,,,,,,54469,,,,,,,,1,2,,,,,,,4,11,5,,2,1
28182,9.0,2024,3,,2,55,2281,2,1,33,,,,,,7,,5,4,1,1,3,2,,,,,,,,,2,,2,2,1297,649,378,162,,,,108,1,381,,,,,,,,2,203,,28182,,,1,,,2,1,,4,2,,2,,1,2,,14,,,,,,,,,,5,1,,,1,14,,,81,,,2,11,,,,,,2,,3,8,3,1,1,18/09/2024,11:50:21 a. m.,28182,,,,,,,,,,,,,,,,,,,,,1,2,1,8,3,,,,11,,2,,2,1
38251,12.0,2024,4,,2,55,2062,1,1,21,,,,,,1,,1,10,1,1,5,3,,,,,,,,,2,,2,2,1693,631,631,105,,,221,105,1,4,11,18,,,,,,2,,,38251,,,,1,,1,1,1,2,,,,2,2,2,,8,,,,,,,,,,5,3,,,1,9,14,23,,,,,,,,,,,2,,3,8,7,4,1,19/12/2024,04:59:01 p. m.,38251,,,,,,,,,,,,,76148,,,,,,,,1,2,1,,,,,,4,3,5,,2,2
16693,5.0,2024,2,,3,74,2200,4,4,,,,,23,,3,,4,12,1,1,14,4,,,,,,,,,2,,2,2,3600,,,200,,400,1000,100,1,1339,6,26,,,,,,1,,,16693,1,1,1,1,,3,1,2,2,1,1,2,1,2,2,,9,,,,,,,,,,7,4,,,1,9,,,,,,36,12,,,,,,2,,3,6,3,1,1,06/06/2024,12:10:06 p. m.,16693,,,,,,,,,,,,,,,,,,,,,1,2,3,,,,,,3,,4,,2,1
36402,11.0,2024,4,1,,,,7,4,,,,,1,,7,,6,11,1,1,5,3,10,4,13,4,,,,,2,,2,2,8000,1200,3200,300,1500,,800,100,1,,5,15,17,,,,,,,,36402,1,,,1,,2,1,,,2,,2,2,1,2,,9,,,,,,,,,,8,1,15,95,1,17,14,19,37,,,38,,,,,,,2,,3,6,3,7,2,06/12/2024,01:58:29 p. m.,36402,,,,,,,,,,,,,,,,,,,,,5,2,,,,2,,,9,4,5,,2,1
3673,2.0,2024,1,,2,51,709,4,5,,,,23,,,7,,4,1,1,1,8,4,,,,,,,,,2,,2,2,2280,500,580,150,300,,650,100,5,,5,6,11,,,,,2,6,,3673,1,,,,,2,2,,3,3,,,2,2,2,2,13,9,,,6,,,4,,,4,1,,,1,14,23,,8,41,1,7,62,21,6,1,,,2,,3,9,2,1,1,12/02/2024,,3673,,,,,,,,,,,,,15007,,,,,,,,1,2,3,7,5,,,,11,4,4,,2,
2292,1.0,2024,1,,2,51,4057,1,5,,,,8,,,2,,1,10,1,1,5,3,,,,,,,,,2,,2,2,2500,650,300,200,300,,600,100,1,568,6,11,26,,,,,2,350,339,2292,1,,1,1,,2,2,2,2,1,,1,1,1,2,2,8,9,,,4,10,12,1,2,3,8,1,14,70,18,9,19,23,3,4,8,34,11,,9,10,6,,2,,3,3,2,4,1,30/01/2024,01:11:43 p. m.,2292,,,,,,,,,,,,,60301,,,,,,,,1,2,1,7,,,,,3,6,4,,,
10716,3.0,2024,1,1,,148,,7,4,,,,,1,,7,,2,4,,,18,4,,,,,,,,,,,2,2,7500,1600,2500,800,1500,500,500,100,,,,,,,,,,,8,,10716,1,,1,1,,1,2,,2,1,2,,1,1,2,3,14,,,,6,10,,1,,,4,2,,,1,23,,,1,,,,,,,,,,2,,3,,3,7,2,08/04/2024,01:47:59 p. m.,10716,2,2,3,1,9,3,18,3,,,,,,,,,,,,,1,2,,,,,,,3,9,2,,2,
26148,8.0,2024,3,,1,25,48,1,2,,50,,,,,7,54,,,,,,,,,,,,,,,2,,2,4,3500,200,740,100,200,200,500,100,5,,1,5,,,,,,2,3,,26148,1,1,,1,,2,,2,2,2,1,,1,1,1,,7,9,,,,,,,,,10,1,20,37,20,4,23,,5,15,,5,2,,,,,,2,,3,5,7,4,1,29/08/2024,01:25:25 p. m.,26148,,,,,,,,,,,,,54311,,13,6,,,,,1,2,7,,,1,,,,,2,,2,1
